"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades"
"YESBANK","EQ","22-Sep-2017","        377.05","        376.80","        376.80","        359.45","        361.45","        360.65","        363.00","   12176561","          4420126898.40","     156464"
"YESBANK","EQ","25-Sep-2017","        360.65","        361.00","        363.70","        349.00","        360.70","        359.60","        356.23","    9426506","          3357995937.95","     142214"
"YESBANK","EQ","26-Sep-2017","        359.60","        361.00","        363.00","        355.70","        360.55","        360.75","        359.52","    6184763","          2223554432.25","     106126"
"YESBANK","EQ","27-Sep-2017","        360.75","        364.90","        364.90","        350.75","        352.70","        353.20","        356.81","    8301438","          2962066859.15","     186992"
"YESBANK","EQ","28-Sep-2017","        353.20","        353.50","        355.45","        347.30","        351.20","        350.80","        351.02","   11672921","          4097425815.95","     118130"
"YESBANK","EQ","29-Sep-2017","        350.80","        353.70","        353.90","        345.10","        349.30","        350.00","        348.90","   10421179","          3635902289.60","     117259"
"YESBANK","EQ","03-Oct-2017","        350.00","        354.90","        354.90","        347.50","        351.00","        351.05","        351.24","    8078173","          2837344251.95","     131516"
"YESBANK","EQ","04-Oct-2017","        351.05","        352.70","        357.50","        351.05","        356.85","        355.80","        355.25","    7252399","          2576396830.55","     100927"
"YESBANK","EQ","05-Oct-2017","        355.80","        357.30","        367.50","        357.00","        359.95","        359.45","        362.77","   10552658","          3828201209.95","     112830"
"YESBANK","EQ","06-Oct-2017","        359.45","        360.60","        366.80","        360.60","        365.80","        365.80","        365.09","    4977073","          1817076174.60","      57552"
"YESBANK","EQ","09-Oct-2017","        365.80","        367.90","        372.65","        363.15","        372.00","        370.90","        368.20","    5402776","          1989314107.70","      75157"
"YESBANK","EQ","10-Oct-2017","        370.90","        372.00","        374.00","        371.00","        372.60","        372.90","        372.80","    5475930","          2041430856.40","      74118"
"YESBANK","EQ","11-Oct-2017","        372.90","        374.20","        375.00","        362.00","        362.55","        363.00","        367.78","    7532154","          2770160887.75","     101556"
"YESBANK","EQ","12-Oct-2017","        363.00","        363.10","        367.65","        359.00","        367.10","        365.40","        362.61","    7573094","          2746046351.60","      96484"
"YESBANK","EQ","13-Oct-2017","        365.40","        366.00","        373.05","        365.95","        369.90","        369.70","        370.07","    5848807","          2164465745.20","      82880"
"YESBANK","EQ","16-Oct-2017","        369.70","        374.00","        374.20","        365.75","        368.50","        367.70","        368.76","    5086334","          1875614707.15","      68788"
"YESBANK","EQ","17-Oct-2017","        367.70","        369.00","        375.90","        368.00","        373.30","        373.55","        373.55","    6984827","          2609182703.35","     123493"
"YESBANK","EQ","18-Oct-2017","        373.55","        366.00","        368.00","        359.00","        364.00","        362.40","        363.01","   12849346","          4664497899.85","     145398"
"YESBANK","EQ","19-Oct-2017","        362.40","        364.40","        365.30","        355.00","        356.00","        357.80","        360.43","    1935015","           697439018.20","      26172"
"YESBANK","EQ","23-Oct-2017","        357.80","        358.00","        364.55","        351.00","        354.70","        353.90","        356.34","    9451524","          3367996677.75","     125554"
"YESBANK","EQ","24-Oct-2017","        353.90","        355.70","        363.40","        344.60","        346.45","        347.60","        353.91","   12420114","          4395542767.35","     140778"
"YESBANK","EQ","25-Oct-2017","        347.60","        356.00","        356.00","        312.85","        330.60","        326.90","        332.47","   33427154","         11113650209.10","     359455"
"YESBANK","EQ","26-Oct-2017","        326.90","        331.90","        338.65","        318.00","        332.50","        331.20","        331.03","   26581626","          8799243047.45","     243645"
"YESBANK","EQ","27-Oct-2017","        331.20","        307.00","        313.50","        298.55","        307.70","        307.05","        306.74","   80906668","         24817707767.90","     595020"
"YESBANK","EQ","30-Oct-2017","        307.05","        311.50","        317.45","        308.10","        315.15","        314.85","        314.03","   23574790","          7403185848.65","     193194"
"YESBANK","EQ","31-Oct-2017","        314.85","        317.50","        319.25","        311.30","        314.60","        314.25","        316.01","   11811133","          3732480163.90","     130930"
"YESBANK","EQ","01-Nov-2017","        314.25","        317.00","        320.50","        316.45","        318.80","        318.80","        318.86","    9265421","          2954400992.10","     100197"
"YESBANK","EQ","02-Nov-2017","        318.80","        321.00","        323.90","        318.20","        320.20","        320.45","        321.12","    9244908","          2968712800.90","     128485"
"YESBANK","EQ","03-Nov-2017","        320.45","        322.45","        328.00","        321.70","        326.10","        325.95","        325.48","   12865964","          4187569908.95","     151260"
"YESBANK","EQ","06-Nov-2017","        325.95","        327.00","        329.00","        317.80","        319.50","        319.65","        324.01","    9427134","          3054471939.05","     135417"
"YESBANK","EQ","07-Nov-2017","        319.65","        323.00","        323.00","        305.50","        310.40","        311.70","        310.71","   30444032","          9459219683.50","     307578"
"YESBANK","EQ","08-Nov-2017","        311.70","        313.20","        313.65","        301.85","        304.40","        303.80","        304.93","   25323557","          7721864365.85","     290914"
"YESBANK","EQ","09-Nov-2017","        303.80","        305.95","        308.80","        302.00","        305.55","        304.65","        304.83","   15467103","          4714914268.15","     148883"
"YESBANK","EQ","10-Nov-2017","        304.65","        305.00","        309.90","        302.00","        304.05","        304.05","        305.90","   11561127","          3536594020.65","     105640"
"YESBANK","EQ","13-Nov-2017","        304.05","        306.75","        307.95","        303.05","        303.55","        303.75","        305.51","    6538482","          1997562875.00","      67264"
"YESBANK","EQ","14-Nov-2017","        303.75","        305.00","        306.35","        302.00","        302.35","        302.55","        303.49","    9724235","          2951160593.45","      89394"
"YESBANK","EQ","15-Nov-2017","        302.55","        302.80","        305.80","        295.60","        301.25","        300.95","        301.16","   13048729","          3929805901.65","     149421"
"YESBANK","EQ","16-Nov-2017","        300.95","        302.90","        303.95","        297.50","        302.05","        301.30","        300.57","    9008654","          2707717057.55","     136200"
